request_id,timestamp,user_key,user_id,target_id,endpoint,method,url,headers,status_code,response_length,response_headers,sensitive_data_found,is_unauthorized,access_type,response_time
99dc37c024a1,2025-11-05T22:59:38.587841,user_a,101,404,/profile?uid=404,GET,http://localhost:5002/profile?uid=404,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:38 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.069876
bad9f354273a,2025-11-05T22:59:40.756793,user_a,101,405,/profile?uid=405,GET,http://localhost:5002/profile?uid=405,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:40 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.067402
029de5e7118d,2025-11-05T22:59:42.953228,user_a,101,999,/profile?uid=999,GET,http://localhost:5002/profile?uid=999,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:42 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.094457
22c6d392819f,2025-11-05T22:59:45.155449,user_a,101,1000,/profile?uid=1000,GET,http://localhost:5002/profile?uid=1000,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:45 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.100562
b0f663048729,2025-11-05T22:59:47.328459,user_a,101,1001,/profile?uid=1001,GET,http://localhost:5002/profile?uid=1001,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:47 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.071465
b5681617e769,2025-11-05T22:59:49.503412,user_a,101,-1,/profile?uid=-1,GET,http://localhost:5002/profile?uid=-1,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:49 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.073163
5507eab51e4d,2025-11-05T22:59:51.674011,user_a,101,0,/profile?uid=0,GET,http://localhost:5002/profile?uid=0,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:51 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.06896
5dbd84a4a876,2025-11-05T22:59:53.843129,user_a,101,abc,/profile?uid=abc,GET,http://localhost:5002/profile?uid=abc,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:53 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.067428
6d428a43d1f8,2025-11-05T22:59:56.064919,user_a,101,xyz,/profile?uid=xyz,GET,http://localhost:5002/profile?uid=xyz,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:56 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.119917
8e7854e6e475,2025-11-05T22:59:58.276433,user_a,101,../../../etc/passwd,/profile?uid=../../../etc/passwd,GET,http://localhost:5002/profile?uid=../../../etc/passwd,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:29:58 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.109684
33391046c08a,2025-11-05T23:00:00.471326,user_a,101,' OR '1'='1,/profile?uid=' OR '1'='1,GET,http://localhost:5002/profile?uid=' OR '1'='1,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:00 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.09308
ea26389d6cb8,2025-11-05T23:00:02.655348,user_a,101,102,/invoice?id=102,GET,http://localhost:5002/invoice?id=102,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:02 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.08218
e4311b82421e,2025-11-05T23:00:04.861635,user_a,101,103,/invoice?id=103,GET,http://localhost:5002/invoice?id=103,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:04 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.104788
9dd3cd409216,2025-11-05T23:00:07.064762,user_a,101,104,/invoice?id=104,GET,http://localhost:5002/invoice?id=104,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:07 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.101831
50127fc35546,2025-11-05T23:00:09.220915,user_a,101,105,/invoice?id=105,GET,http://localhost:5002/invoice?id=105,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:09 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.054392
3d4b5bc0d2d7,2025-11-05T23:00:11.421771,user_a,101,202,/invoice?id=202,GET,http://localhost:5002/invoice?id=202,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:11 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.099485
c6138ca63807,2025-11-05T23:00:13.600018,user_a,101,203,/invoice?id=203,GET,http://localhost:5002/invoice?id=203,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:13 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.07723
7d1eb79d69cf,2025-11-05T23:00:15.766749,user_a,101,204,/invoice?id=204,GET,http://localhost:5002/invoice?id=204,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:15 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.065582
b16df51306fd,2025-11-05T23:00:17.941281,user_a,101,205,/invoice?id=205,GET,http://localhost:5002/invoice?id=205,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:17 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.07197
e958aeb9a8af,2025-11-05T23:00:20.110209,user_a,101,302,/invoice?id=302,GET,http://localhost:5002/invoice?id=302,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},200,88,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:20 GMT', 'Content-Type': 'application/json', 'Content-Length': '88', 'Connection': 'close'}",0,0,unauthorized_test,2.06592
a64f7e7e4886,2025-11-05T23:00:22.324999,user_a,101,303,/invoice?id=303,GET,http://localhost:5002/invoice?id=303,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},200,84,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:22 GMT', 'Content-Type': 'application/json', 'Content-Length': '84', 'Connection': 'close'}",0,0,unauthorized_test,2.112529
81403584d273,2025-11-05T23:00:24.543372,user_a,101,304,/invoice?id=304,GET,http://localhost:5002/invoice?id=304,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:24 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.116167
8b31d45b47ef,2025-11-05T23:00:26.751164,user_a,101,305,/invoice?id=305,GET,http://localhost:5002/invoice?id=305,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:26 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.104092
16e3c9118ad5,2025-11-05T23:00:28.957783,user_a,101,401,/invoice?id=401,GET,http://localhost:5002/invoice?id=401,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:28 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.102603
b9fe493a625f,2025-11-05T23:00:31.134968,user_a,101,402,/invoice?id=402,GET,http://localhost:5002/invoice?id=402,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:31 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.075082
6666d14a64b0,2025-11-05T23:00:33.404652,user_a,101,403,/invoice?id=403,GET,http://localhost:5002/invoice?id=403,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:33 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.145586
fcf02384108d,2025-11-05T23:00:35.624211,user_a,101,404,/invoice?id=404,GET,http://localhost:5002/invoice?id=404,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:35 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.117466
a3ff3b94d125,2025-11-05T23:00:37.815445,user_a,101,405,/invoice?id=405,GET,http://localhost:5002/invoice?id=405,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:37 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.089177
67b23d889dd3,2025-11-05T23:00:40.000488,user_a,101,999,/invoice?id=999,GET,http://localhost:5002/invoice?id=999,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:39 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.081506
f675e16dea9d,2025-11-05T23:00:42.205847,user_a,101,1000,/invoice?id=1000,GET,http://localhost:5002/invoice?id=1000,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:42 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.094461
747526f29b93,2025-11-05T23:00:44.384532,user_a,101,1001,/invoice?id=1001,GET,http://localhost:5002/invoice?id=1001,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:44 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.072797
6c1aaa890da3,2025-11-05T23:00:46.589769,user_a,101,-1,/invoice?id=-1,GET,http://localhost:5002/invoice?id=-1,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:46 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.101782
6e67c6fc761c,2025-11-05T23:00:48.783123,user_a,101,0,/invoice?id=0,GET,http://localhost:5002/invoice?id=0,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:48 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.088969
c40e8cadedb1,2025-11-05T23:00:50.995233,user_a,101,abc,/invoice?id=abc,GET,http://localhost:5002/invoice?id=abc,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:50 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.107004
7cf15efdc8ea,2025-11-05T23:00:53.184660,user_a,101,xyz,/invoice?id=xyz,GET,http://localhost:5002/invoice?id=xyz,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:53 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.088054
3b05f16adee9,2025-11-05T23:00:55.343100,user_a,101,../../../etc/passwd,/invoice?id=../../../etc/passwd,GET,http://localhost:5002/invoice?id=../../../etc/passwd,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:55 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.057079
35b62ae80cda,2025-11-05T23:00:57.559929,user_a,101,' OR '1'='1,/invoice?id=' OR '1'='1,GET,http://localhost:5002/invoice?id=' OR '1'='1,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},404,30,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:57 GMT', 'Content-Type': 'application/json', 'Content-Length': '30', 'Connection': 'close'}",0,0,unauthorized_test,2.115053
5bf6c090c588,2025-11-05T23:00:59.753363,user_a,101,102,/order/102/status,GET,http://localhost:5002/order/102/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:30:59 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.091444
16d55558f12c,2025-11-05T23:01:01.954197,user_a,101,103,/order/103/status,GET,http://localhost:5002/order/103/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:01 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.099525
318e711af809,2025-11-05T23:01:04.145057,user_a,101,104,/order/104/status,GET,http://localhost:5002/order/104/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:04 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.089664
e46c54c4fb80,2025-11-05T23:01:06.321366,user_a,101,105,/order/105/status,GET,http://localhost:5002/order/105/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:06 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.074953
e4e777548948,2025-11-05T23:01:08.501112,user_a,101,202,/order/202/status,GET,http://localhost:5002/order/202/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:08 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.078349
34b7f54785c4,2025-11-05T23:01:10.691774,user_a,101,203,/order/203/status,GET,http://localhost:5002/order/203/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:10 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.088957
acde20b52d31,2025-11-05T23:01:12.864290,user_a,101,204,/order/204/status,GET,http://localhost:5002/order/204/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:12 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.070754
6212b3ea4ab9,2025-11-05T23:01:15.051175,user_a,101,205,/order/205/status,GET,http://localhost:5002/order/205/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:15 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.084494
4e6ab8ef2df4,2025-11-05T23:01:17.238603,user_a,101,302,/order/302/status,GET,http://localhost:5002/order/302/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:17 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.086041
8fed847c14cd,2025-11-05T23:01:19.454252,user_a,101,303,/order/303/status,GET,http://localhost:5002/order/303/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:19 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.113802
e060aac40ba8,2025-11-05T23:01:21.679459,user_a,101,304,/order/304/status,GET,http://localhost:5002/order/304/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:21 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.123501
8349c351e34e,2025-11-05T23:01:23.829175,user_a,101,305,/order/305/status,GET,http://localhost:5002/order/305/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:23 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.048012
6707e7d2ac74,2025-11-05T23:01:26.014512,user_a,101,401,/order/401/status,GET,http://localhost:5002/order/401/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:26 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.084115
106e49e14a89,2025-11-05T23:01:28.165851,user_a,101,402,/order/402/status,GET,http://localhost:5002/order/402/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:28 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.049892
98ca4a0634c6,2025-11-05T23:01:30.371506,user_a,101,403,/order/403/status,GET,http://localhost:5002/order/403/status,{'Authorization': 'Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjoiMTAxIn0.mock_token_a'},401,25,"{'Server': 'Werkzeug/3.1.3 Python/3.13.7', 'Date': 'Wed, 05 Nov 2025 17:31:30 GMT', 'Content-Type': 'application/json', 'Content-Length': '25', 'Connection': 'close'}",0,0,unauthorized_test,2.104558
