request_id,endpoint,endpoint_pattern,method,method_encoded,parameter,user_id,target_id,status_code,response_length,sensitive_data_found,is_unauthorized,response_time,timestamp
a52ab9825a09,/document?doc_id=102,/document?doc_id=<ID>,GET,0,doc_id,101,102,404,31,0,0,2.097058,2025-11-05T23:01:56.761327
98a015164bd7,/document?doc_id=103,/document?doc_id=<ID>,GET,0,doc_id,101,103,404,31,0,0,2.082119,2025-11-05T23:01:58.945267
e58630e1a6c8,/document?doc_id=104,/document?doc_id=<ID>,GET,0,doc_id,101,104,404,31,0,0,2.084672,2025-11-05T23:02:01.131127
256e6df5621a,/document?doc_id=105,/document?doc_id=<ID>,GET,0,doc_id,101,105,404,31,0,0,2.096922,2025-11-05T23:02:03.329300
188082502230,/document?doc_id=202,/document?doc_id=<ID>,GET,0,doc_id,101,202,200,114,0,0,2.065175,2025-11-05T23:02:05.495880
02ae399341b4,/document?doc_id=203,/document?doc_id=<ID>,GET,0,doc_id,101,203,200,104,0,0,2.112568,2025-11-05T23:02:07.709739
5e2b51a80e8e,/document?doc_id=204,/document?doc_id=<ID>,GET,0,doc_id,101,204,404,31,0,0,2.099317,2025-11-05T23:02:09.910513
e55ccf2ccf23,/document?doc_id=205,/document?doc_id=<ID>,GET,0,doc_id,101,205,404,31,0,0,2.079794,2025-11-05T23:02:12.091413
a560cf01159c,/document?doc_id=302,/document?doc_id=<ID>,GET,0,doc_id,101,302,200,88,0,0,2.088953,2025-11-05T23:02:14.282508
413a64ae934e,/document?doc_id=303,/document?doc_id=<ID>,GET,0,doc_id,101,303,200,84,0,0,2.083368,2025-11-05T23:02:16.467518
b4f66626f1d7,/document?doc_id=304,/document?doc_id=<ID>,GET,0,doc_id,101,304,404,31,0,0,2.124654,2025-11-05T23:02:18.694106
2d060aad9109,/document?doc_id=305,/document?doc_id=<ID>,GET,0,doc_id,101,305,404,31,0,0,2.08296,2025-11-05T23:02:20.878927
bcc13d15480b,/document?doc_id=401,/document?doc_id=<ID>,GET,0,doc_id,101,401,404,31,0,0,2.096266,2025-11-05T23:02:23.076490
1d87be62ad70,/document?doc_id=402,/document?doc_id=<ID>,GET,0,doc_id,101,402,404,31,0,0,2.088832,2025-11-05T23:02:25.266806
b765e2cc342f,/document?doc_id=403,/document?doc_id=<ID>,GET,0,doc_id,101,403,404,31,0,0,2.079552,2025-11-05T23:02:27.448095
1ce8576e132b,/document?doc_id=404,/document?doc_id=<ID>,GET,0,doc_id,101,404,404,31,0,0,2.087296,2025-11-05T23:02:29.636968
53ef7c0562ed,/document?doc_id=405,/document?doc_id=<ID>,GET,0,doc_id,101,405,404,31,0,0,2.058308,2025-11-05T23:02:31.797410
96ea6aca9d15,/document?doc_id=999,/document?doc_id=<ID>,GET,0,doc_id,101,999,404,31,0,0,2.10109,2025-11-05T23:02:33.999935
76ac9496d727,/document?doc_id=1000,/document?doc_id=<ID>,GET,0,doc_id,101,1000,404,31,0,0,2.048897,2025-11-05T23:02:36.150357
83aae62756c3,/document?doc_id=1001,/document?doc_id=<ID>,GET,0,doc_id,101,1001,404,31,0,0,2.110035,2025-11-05T23:02:38.362218
543839cd4219,/document?doc_id=-1,/document?doc_id=-<ID>,GET,0,doc_id,101,-1,404,31,0,0,2.067534,2025-11-05T23:02:40.531148
425f6fdafb24,/document?doc_id=0,/document?doc_id=<ID>,GET,0,doc_id,101,0,404,31,0,0,2.085607,2025-11-05T23:02:42.718401
a8868a39a08a,/document?doc_id=abc,/document?doc_id=abc,GET,0,doc_id,101,abc,404,31,0,0,2.075092,2025-11-05T23:02:44.895823
fd42d89177fa,/document?doc_id=xyz,/document?doc_id=xyz,GET,0,doc_id,101,xyz,404,31,0,0,2.09896,2025-11-05T23:02:47.096129
660b8f3b32ea,/document?doc_id=../../../etc/passwd,/document?doc_id=../../../etc/passwd,GET,0,doc_id,101,../../../etc/passwd,404,31,0,0,2.095362,2025-11-05T23:02:49.292726
002303c8fcc6,/document?doc_id=' OR '1'='1,/document?doc_id=' OR '<ID>'='<ID>,GET,0,doc_id,101,' OR '1'='1,404,31,0,0,2.084519,2025-11-05T23:02:51.478737
805903e21ba1,/api/account/102/balance,/api/account/<ID>/balance,GET,0,balance,101,102,401,25,0,0,2.110014,2025-11-05T23:02:53.690432
3b93f1c5dac8,/api/account/103/balance,/api/account/<ID>/balance,POST,1,balance,101,103,405,153,0,0,2.040006,2025-11-05T23:02:55.831880
911dc9cbf449,/api/account/104/balance,/api/account/<ID>/balance,GET,0,balance,101,104,401,25,0,0,2.076543,2025-11-05T23:02:58.010391
9b856189e125,/api/account/105/balance,/api/account/<ID>/balance,POST,1,balance,101,105,405,153,0,0,2.063382,2025-11-05T23:03:00.175807
f820b41974ee,/api/account/202/balance,/api/account/<ID>/balance,POST,1,balance,101,202,405,153,0,0,2.078819,2025-11-05T23:03:02.356676
fa0e270cefc1,/api/account/203/balance,/api/account/<ID>/balance,GET,0,balance,101,203,401,25,0,0,2.081699,2025-11-05T23:03:04.540604
3b850e17039c,/api/account/204/balance,/api/account/<ID>/balance,POST,1,balance,101,204,405,153,0,0,2.065298,2025-11-05T23:03:06.707468
59a633931270,/api/account/205/balance,/api/account/<ID>/balance,GET,0,balance,101,205,401,25,0,0,2.082212,2025-11-05T23:03:08.891781
0ff70e8bdf85,/api/account/302/balance,/api/account/<ID>/balance,GET,0,balance,101,302,401,25,0,0,2.11336,2025-11-05T23:03:11.106722
bf65c161753e,/api/account/303/balance,/api/account/<ID>/balance,POST,1,balance,101,303,405,153,0,0,2.05769,2025-11-05T23:03:13.266418
cdef5522a6a5,/api/account/304/balance,/api/account/<ID>/balance,POST,1,balance,101,304,405,153,0,0,2.044303,2025-11-05T23:03:15.412133
21b61c9976e7,/api/account/305/balance,/api/account/<ID>/balance,GET,0,balance,101,305,401,25,0,0,2.112542,2025-11-05T23:03:17.626419
5ab1cecd9ac9,/api/account/401/balance,/api/account/<ID>/balance,POST,1,balance,101,401,405,153,0,0,2.06613,2025-11-05T23:03:19.794627
2e7810048922,/api/account/402/balance,/api/account/<ID>/balance,GET,0,balance,101,402,401,25,0,0,2.073721,2025-11-05T23:03:21.970161
7de95e80ce76,/api/account/403/balance,/api/account/<ID>/balance,POST,1,balance,101,403,405,153,0,0,2.033087,2025-11-05T23:03:24.105121
d01c59f00fed,/api/account/404/balance,/api/account/<ID>/balance,GET,0,balance,101,404,401,25,0,0,2.087292,2025-11-05T23:03:26.293787
b0097a72106d,/api/account/405/balance,/api/account/<ID>/balance,GET,0,balance,101,405,401,25,0,0,2.060902,2025-11-05T23:03:28.456250
11758fc3c635,/api/account/999/balance,/api/account/<ID>/balance,POST,1,balance,101,999,405,153,0,0,2.056973,2025-11-05T23:03:30.614681
49f80cd0ce94,/api/account/1000/balance,/api/account/<ID>/balance,POST,1,balance,101,1000,405,153,0,0,2.053468,2025-11-05T23:03:32.770459
55d5ea278f2d,/api/account/1001/balance,/api/account/<ID>/balance,GET,0,balance,101,1001,401,25,0,0,2.132724,2025-11-05T23:03:35.004860
67bf5c9f6d8f,/api/account/-1/balance,/api/account/-<ID>/balance,POST,1,balance,101,-1,405,153,0,0,2.044114,2025-11-05T23:03:37.150987
ab2428a5cd56,/api/account/0/balance,/api/account/<ID>/balance,GET,0,balance,101,0,401,25,0,0,2.130664,2025-11-05T23:03:39.383286
d623b4621002,/api/account/abc/balance,/api/account/abc/balance,GET,0,balance,101,abc,401,25,0,0,2.114605,2025-11-05T23:03:41.599549
466e5f37affd,/api/account/xyz/balance,/api/account/xyz/balance,POST,1,balance,101,xyz,405,153,0,0,2.074859,2025-11-05T23:03:43.775531
98fda3aba8ed,/api/account/../../../etc/passwd/balance,/api/account/../../../etc/passwd/balance,GET,0,balance,101,../../../etc/passwd,404,31,0,0,2.040889,2025-11-05T23:03:45.918098
c67053cc7887,/api/account/' OR '1'='1/balance,/api/account/' OR '<ID>'='<ID>/balance,POST,1,balance,101,' OR '1'='1,405,153,0,0,2.045705,2025-11-05T23:03:48.065157
c40d479c0539,/settings?user_id=102,/settings?user_id=<ID>,GET,0,user_id,101,102,401,25,0,0,2.055047,2025-11-05T23:03:50.222145
92a15634ef01,/settings?user_id=103,/settings?user_id=<ID>,GET,0,user_id,101,103,401,25,0,0,2.074415,2025-11-05T23:03:52.398395
b57c0dfa3bed,/settings?user_id=104,/settings?user_id=<ID>,GET,0,user_id,101,104,401,25,0,0,2.071665,2025-11-05T23:03:54.572011
e5393da054dc,/settings?user_id=105,/settings?user_id=<ID>,GET,0,user_id,101,105,401,25,0,0,2.03903,2025-11-05T23:03:56.712762
bcb0dc388954,/settings?user_id=202,/settings?user_id=<ID>,GET,0,user_id,101,202,401,25,0,0,2.125419,2025-11-05T23:03:58.939218
9cb06db7d2f7,/settings?user_id=203,/settings?user_id=<ID>,GET,0,user_id,101,203,401,25,0,0,2.09671,2025-11-05T23:04:01.137412
2ed5df1cfe9d,/settings?user_id=204,/settings?user_id=<ID>,GET,0,user_id,101,204,401,25,0,0,2.086193,2025-11-05T23:04:03.325039
8315b58e53ec,/settings?user_id=205,/settings?user_id=<ID>,GET,0,user_id,101,205,401,25,0,0,2.11654,2025-11-05T23:04:05.542891
40b6c7cf53a3,/settings?user_id=302,/settings?user_id=<ID>,GET,0,user_id,101,302,401,25,0,0,2.058396,2025-11-05T23:04:07.702781
2314231b0777,/settings?user_id=303,/settings?user_id=<ID>,GET,0,user_id,101,303,401,25,0,0,2.08455,2025-11-05T23:04:09.889086
0158edfe802d,/settings?user_id=304,/settings?user_id=<ID>,GET,0,user_id,101,304,401,25,0,0,2.10622,2025-11-05T23:04:12.096998
812e63f8e329,/settings?user_id=305,/settings?user_id=<ID>,GET,0,user_id,101,305,401,25,0,0,2.109918,2025-11-05T23:04:14.309319
169a560c3969,/settings?user_id=401,/settings?user_id=<ID>,GET,0,user_id,101,401,401,25,0,0,2.104167,2025-11-05T23:04:16.515075
004804671dca,/settings?user_id=402,/settings?user_id=<ID>,GET,0,user_id,101,402,401,25,0,0,2.096495,2025-11-05T23:04:18.713005
9f7493b998c9,/settings?user_id=403,/settings?user_id=<ID>,GET,0,user_id,101,403,401,25,0,0,2.087793,2025-11-05T23:04:20.902177
307afdba6b5c,/settings?user_id=404,/settings?user_id=<ID>,GET,0,user_id,101,404,401,25,0,0,2.07759,2025-11-05T23:04:23.081396
1d6844ceb5c7,/settings?user_id=405,/settings?user_id=<ID>,GET,0,user_id,101,405,401,25,0,0,2.076961,2025-11-05T23:04:25.259978
aa5caed2812c,/settings?user_id=999,/settings?user_id=<ID>,GET,0,user_id,101,999,401,25,0,0,2.08746,2025-11-05T23:04:27.449278
ab4550c676eb,/settings?user_id=1000,/settings?user_id=<ID>,GET,0,user_id,101,1000,401,25,0,0,2.096085,2025-11-05T23:04:29.647174
3fefebe81a92,/settings?user_id=1001,/settings?user_id=<ID>,GET,0,user_id,101,1001,401,25,0,0,2.079423,2025-11-05T23:04:31.827765
24562d96bab3,/settings?user_id=-1,/settings?user_id=-<ID>,GET,0,user_id,101,-1,401,25,0,0,2.106129,2025-11-05T23:04:34.035063
27746db5b25a,/settings?user_id=0,/settings?user_id=<ID>,GET,0,user_id,101,0,401,25,0,0,2.093349,2025-11-05T23:04:36.229891
a51f37275f55,/settings?user_id=abc,/settings?user_id=abc,GET,0,user_id,101,abc,401,25,0,0,2.092614,2025-11-05T23:04:38.424352
641550a11c8e,/settings?user_id=xyz,/settings?user_id=xyz,GET,0,user_id,101,xyz,401,25,0,0,2.072507,2025-11-05T23:04:40.598881
857635ca249c,/settings?user_id=../../../etc/passwd,/settings?user_id=../../../etc/passwd,GET,0,user_id,101,../../../etc/passwd,401,25,0,0,2.08186,2025-11-05T23:04:42.784352
d45a22cee527,/settings?user_id=' OR '1'='1,/settings?user_id=' OR '<ID>'='<ID>,GET,0,user_id,101,' OR '1'='1,401,25,0,0,2.0758,2025-11-05T23:04:44.962224
28ed036976ba,/messages/102/view,/messages/<ID>/view,GET,0,view,101,102,401,25,0,0,2.097272,2025-11-05T23:04:47.161485
8763f6e17104,/messages/103/view,/messages/<ID>/view,GET,0,view,101,103,401,25,0,0,2.067167,2025-11-05T23:04:49.330877
4180d9c2812d,/messages/104/view,/messages/<ID>/view,GET,0,view,101,104,401,25,0,0,2.07771,2025-11-05T23:04:51.510674
ec7628fd044f,/messages/105/view,/messages/<ID>/view,GET,0,view,101,105,401,25,0,0,2.099392,2025-11-05T23:04:53.711870
a1c5e8347954,/messages/202/view,/messages/<ID>/view,GET,0,view,101,202,401,25,0,0,2.043987,2025-11-05T23:04:55.857958
a9e2c7595eb3,/messages/203/view,/messages/<ID>/view,GET,0,view,101,203,401,25,0,0,2.077891,2025-11-05T23:04:58.038450
7e576910289d,/messages/204/view,/messages/<ID>/view,GET,0,view,101,204,401,25,0,0,2.103679,2025-11-05T23:05:00.244447
a2f7b54bc96a,/messages/205/view,/messages/<ID>/view,GET,0,view,101,205,401,25,0,0,2.065535,2025-11-05T23:05:02.412228
db074a4110a7,/messages/302/view,/messages/<ID>/view,GET,0,view,101,302,401,25,0,0,2.077608,2025-11-05T23:05:04.591542
5614aecb83d9,/messages/303/view,/messages/<ID>/view,GET,0,view,101,303,401,25,0,0,2.10035,2025-11-05T23:05:06.793854
6f9acfb0f42d,/messages/304/view,/messages/<ID>/view,GET,0,view,101,304,401,25,0,0,2.079978,2025-11-05T23:05:08.975678
c6f859616bd6,/messages/305/view,/messages/<ID>/view,GET,0,view,101,305,401,25,0,0,2.076893,2025-11-05T23:05:11.154325
2f31074dd5f3,/messages/401/view,/messages/<ID>/view,GET,0,view,101,401,401,25,0,0,2.125106,2025-11-05T23:05:13.382030
0cca2a7643c1,/messages/402/view,/messages/<ID>/view,GET,0,view,101,402,401,25,0,0,2.068367,2025-11-05T23:05:15.553058
d7bc488d1a05,/messages/403/view,/messages/<ID>/view,GET,0,view,101,403,401,25,0,0,2.082239,2025-11-05T23:05:17.737249
156e57a8a437,/messages/404/view,/messages/<ID>/view,GET,0,view,101,404,401,25,0,0,2.082435,2025-11-05T23:05:19.921393
7788b32d2654,/messages/405/view,/messages/<ID>/view,GET,0,view,101,405,401,25,0,0,2.085625,2025-11-05T23:05:22.108561
9314e5d67324,/messages/999/view,/messages/<ID>/view,GET,0,view,101,999,401,25,0,0,2.079354,2025-11-05T23:05:24.290039
ead074a3cb54,/messages/1000/view,/messages/<ID>/view,GET,0,view,101,1000,401,25,0,0,2.075154,2025-11-05T23:05:26.467349
b8fe1de548cb,/messages/1001/view,/messages/<ID>/view,GET,0,view,101,1001,401,25,0,0,2.079208,2025-11-05T23:05:28.648197
d99fd17fe199,/messages/-1/view,/messages/-<ID>/view,GET,0,view,101,-1,401,25,0,0,2.087526,2025-11-05T23:05:30.838349
01ff91c6d850,/messages/0/view,/messages/<ID>/view,GET,0,view,101,0,401,25,0,0,2.096832,2025-11-05T23:05:33.036775
821e28cab4e1,/messages/abc/view,/messages/abc/view,GET,0,view,101,abc,401,25,0,0,2.095376,2025-11-05T23:05:35.233747
b63d1e2d06a6,/messages/xyz/view,/messages/xyz/view,GET,0,view,101,xyz,401,25,0,0,2.096382,2025-11-05T23:05:37.431816
23f3d1808380,/messages/../../../etc/passwd/view,/messages/../../../etc/passwd/view,GET,0,view,101,../../../etc/passwd,404,31,0,0,2.076132,2025-11-05T23:05:39.609508
9090ea7eaae2,/messages/' OR '1'='1/view,/messages/' OR '<ID>'='<ID>/view,GET,0,view,101,' OR '1'='1,401,25,0,0,2.081629,2025-11-05T23:05:41.792799
e6a026d01dfb,/report?report_id=102,/report?report_id=<ID>,GET,0,report_id,101,102,200,187,0,0,2.105158,2025-11-05T23:05:43.999338
ff2234458e0a,/report?report_id=103,/report?report_id=<ID>,GET,0,report_id,101,103,200,187,0,0,2.090856,2025-11-05T23:05:46.191966
4f0348b2d3a6,/report?report_id=104,/report?report_id=<ID>,GET,0,report_id,101,104,404,29,0,0,2.130717,2025-11-05T23:05:48.424560
3f176cb279b0,/report?report_id=105,/report?report_id=<ID>,GET,0,report_id,101,105,404,29,0,0,2.058297,2025-11-05T23:05:50.584482
828f59b4b7a3,/report?report_id=202,/report?report_id=<ID>,GET,0,report_id,101,202,404,29,0,0,2.094437,2025-11-05T23:05:52.780852
8c9bff56bf45,/report?report_id=203,/report?report_id=<ID>,GET,0,report_id,101,203,404,29,0,0,2.073987,2025-11-05T23:05:54.956444
a9a40a6aa210,/report?report_id=204,/report?report_id=<ID>,GET,0,report_id,101,204,404,29,0,0,2.138982,2025-11-05T23:05:57.197663
1a3362326f3f,/report?report_id=205,/report?report_id=<ID>,GET,0,report_id,101,205,404,29,0,0,2.114022,2025-11-05T23:05:59.413639
818b4c45f743,/report?report_id=302,/report?report_id=<ID>,GET,0,report_id,101,302,404,29,0,0,2.102241,2025-11-05T23:06:01.618096
b9a2ac9cfba7,/report?report_id=303,/report?report_id=<ID>,GET,0,report_id,101,303,404,29,0,0,2.07845,2025-11-05T23:06:03.798457
d7ce3f259a4c,/report?report_id=304,/report?report_id=<ID>,GET,0,report_id,101,304,404,29,0,0,2.080448,2025-11-05T23:06:05.980780
d55878a18c74,/report?report_id=305,/report?report_id=<ID>,GET,0,report_id,101,305,404,29,0,0,2.11195,2025-11-05T23:06:08.196356
ab30d81295af,/report?report_id=401,/report?report_id=<ID>,GET,0,report_id,101,401,404,29,0,0,2.094243,2025-11-05T23:06:10.392750
9af8c82a3e47,/report?report_id=402,/report?report_id=<ID>,GET,0,report_id,101,402,404,29,0,0,2.081858,2025-11-05T23:06:12.576471
37a8e3d1981b,/report?report_id=403,/report?report_id=<ID>,GET,0,report_id,101,403,404,29,0,0,2.076243,2025-11-05T23:06:14.754916
ee39cc4ccd5f,/report?report_id=404,/report?report_id=<ID>,GET,0,report_id,101,404,404,29,0,0,2.099718,2025-11-05T23:06:16.956805
847cac027ce5,/report?report_id=405,/report?report_id=<ID>,GET,0,report_id,101,405,404,29,0,0,2.055674,2025-11-05T23:06:19.113692
cfbfdcf0fedf,/report?report_id=999,/report?report_id=<ID>,GET,0,report_id,101,999,404,29,0,0,2.089804,2025-11-05T23:06:21.304866
8b3459e77e8d,/report?report_id=1000,/report?report_id=<ID>,GET,0,report_id,101,1000,404,29,0,0,2.106185,2025-11-05T23:06:23.512229
a9f701bc9dd5,/report?report_id=1001,/report?report_id=<ID>,GET,0,report_id,101,1001,404,29,0,0,2.079442,2025-11-05T23:06:25.693031
4db91a1f4d6b,/report?report_id=-1,/report?report_id=-<ID>,GET,0,report_id,101,-1,404,29,0,0,2.084573,2025-11-05T23:06:27.879406
29a192d0a02b,/report?report_id=0,/report?report_id=<ID>,GET,0,report_id,101,0,404,29,0,0,2.101165,2025-11-05T23:06:30.082386
5b1a0972d72f,/report?report_id=abc,/report?report_id=abc,GET,0,report_id,101,abc,404,29,0,0,2.094551,2025-11-05T23:06:32.278579
856d8b3a7f4a,/report?report_id=xyz,/report?report_id=xyz,GET,0,report_id,101,xyz,404,29,0,0,2.114923,2025-11-05T23:06:34.495227
ac2064ddf0e6,/report?report_id=../../../etc/passwd,/report?report_id=../../../etc/passwd,GET,0,report_id,101,../../../etc/passwd,404,29,0,0,2.122345,2025-11-05T23:06:36.719534
962a56dcf444,/report?report_id=' OR '1'='1,/report?report_id=' OR '<ID>'='<ID>,GET,0,report_id,101,' OR '1'='1,404,29,0,0,2.094391,2025-11-05T23:06:38.915821
3120b240c25e,/user/profile?user_id=101,/user/profile?user_id=<ID>,GET,0,user_id,102,101,200,155,1,1,2.056345,2025-11-05T23:06:41.074147
c2d1f097fc06,/user/profile?user_id=103,/user/profile?user_id=<ID>,GET,0,user_id,102,103,200,160,1,1,2.121083,2025-11-05T23:06:43.296693
537673c05ea5,/user/profile?user_id=104,/user/profile?user_id=<ID>,GET,0,user_id,102,104,404,27,0,0,2.122967,2025-11-05T23:06:45.521475
4294e00eb5a0,/user/profile?user_id=105,/user/profile?user_id=<ID>,GET,0,user_id,102,105,404,27,0,0,2.100954,2025-11-05T23:06:47.723885
58ab225a65a8,/user/profile?user_id=201,/user/profile?user_id=<ID>,GET,0,user_id,102,201,404,27,0,0,2.096985,2025-11-05T23:06:49.922470
4a4383ccbb3e,/user/profile?user_id=203,/user/profile?user_id=<ID>,GET,0,user_id,102,203,404,27,0,0,2.112471,2025-11-05T23:06:52.136737
c0287b7b43af,/user/profile?user_id=204,/user/profile?user_id=<ID>,GET,0,user_id,102,204,404,27,0,0,2.080827,2025-11-05T23:06:54.318959
4d3e407ad184,/user/profile?user_id=205,/user/profile?user_id=<ID>,GET,0,user_id,102,205,404,27,0,0,2.087877,2025-11-05T23:06:56.508094
7f94d8834fa5,/user/profile?user_id=301,/user/profile?user_id=<ID>,GET,0,user_id,102,301,404,27,0,0,2.096091,2025-11-05T23:06:58.705808
41572d8d6832,/user/profile?user_id=303,/user/profile?user_id=<ID>,GET,0,user_id,102,303,404,27,0,0,2.099065,2025-11-05T23:07:00.906479
9fafd6d34fad,/user/profile?user_id=304,/user/profile?user_id=<ID>,GET,0,user_id,102,304,404,27,0,0,2.128235,2025-11-05T23:07:03.136327
9aef677863fc,/user/profile?user_id=305,/user/profile?user_id=<ID>,GET,0,user_id,102,305,404,27,0,0,2.080828,2025-11-05T23:07:05.318849
a9c69a16300f,/user/profile?user_id=401,/user/profile?user_id=<ID>,GET,0,user_id,102,401,404,27,0,0,2.081833,2025-11-05T23:07:07.502040
2de7ebac733c,/user/profile?user_id=402,/user/profile?user_id=<ID>,GET,0,user_id,102,402,404,27,0,0,2.071158,2025-11-05T23:07:09.674504
25e5e3bbec55,/user/profile?user_id=403,/user/profile?user_id=<ID>,GET,0,user_id,102,403,404,27,0,0,2.07648,2025-11-05T23:07:11.852503
b824c774d0db,/user/profile?user_id=404,/user/profile?user_id=<ID>,GET,0,user_id,102,404,404,27,0,0,2.080828,2025-11-05T23:07:14.034737
09a621bfd1cd,/user/profile?user_id=405,/user/profile?user_id=<ID>,GET,0,user_id,102,405,404,27,0,0,2.087883,2025-11-05T23:07:16.224348
5ae3e4090db3,/user/profile?user_id=999,/user/profile?user_id=<ID>,GET,0,user_id,102,999,404,27,0,0,2.082499,2025-11-05T23:07:18.407950
eaf429011086,/user/profile?user_id=1000,/user/profile?user_id=<ID>,GET,0,user_id,102,1000,404,27,0,0,2.080236,2025-11-05T23:07:20.589752
0a7712fbcd26,/user/profile?user_id=1001,/user/profile?user_id=<ID>,GET,0,user_id,102,1001,404,27,0,0,2.099267,2025-11-05T23:07:22.790585
b7608b64db69,/user/profile?user_id=-1,/user/profile?user_id=-<ID>,GET,0,user_id,102,-1,404,27,0,0,2.095533,2025-11-05T23:07:24.988033
d1e8b022284c,/user/profile?user_id=0,/user/profile?user_id=<ID>,GET,0,user_id,102,0,404,27,0,0,2.091457,2025-11-05T23:07:27.181001
17b7bb2bbb64,/user/profile?user_id=abc,/user/profile?user_id=abc,GET,0,user_id,102,abc,404,27,0,0,2.105833,2025-11-05T23:07:29.388343
41a6edefe87f,/user/profile?user_id=xyz,/user/profile?user_id=xyz,GET,0,user_id,102,xyz,404,27,0,0,2.083773,2025-11-05T23:07:31.573313
f36915159ea4,/user/profile?user_id=../../../etc/passwd,/user/profile?user_id=../../../etc/passwd,GET,0,user_id,102,../../../etc/passwd,404,27,0,0,2.093297,2025-11-05T23:07:33.768163
c7d8e6e857ec,/user/profile?user_id=' OR '1'='1,/user/profile?user_id=' OR '<ID>'='<ID>,GET,0,user_id,102,' OR '1'='1,404,27,0,0,2.075782,2025-11-05T23:07:35.946005
472c62534811,/api/user/101/details,/api/user/<ID>/details,GET,0,details,102,101,401,25,0,0,2.110631,2025-11-05T23:07:38.158779
c9ebb9c6f337,/api/user/103/details,/api/user/<ID>/details,POST,1,details,102,103,405,153,0,0,2.054802,2025-11-05T23:07:40.315299
792ceb101117,/api/user/104/details,/api/user/<ID>/details,POST,1,details,102,104,405,153,0,0,2.059747,2025-11-05T23:07:42.476652
b56a1cd31d4b,/api/user/105/details,/api/user/<ID>/details,GET,0,details,102,105,401,25,0,0,2.084876,2025-11-05T23:07:44.663024
d1f88400c226,/api/user/201/details,/api/user/<ID>/details,GET,0,details,102,201,401,25,0,0,2.096549,2025-11-05T23:07:46.861328
d3daa22f4dc6,/api/user/203/details,/api/user/<ID>/details,POST,1,details,102,203,405,153,0,0,2.088301,2025-11-05T23:07:49.051580
defe2bf37f61,/api/user/204/details,/api/user/<ID>/details,GET,0,details,102,204,401,25,0,0,2.092241,2025-11-05T23:07:51.245791
513898cfef2c,/api/user/205/details,/api/user/<ID>/details,POST,1,details,102,205,405,153,0,0,2.058143,2025-11-05T23:07:53.405506
9fcaf5a6f087,/api/user/301/details,/api/user/<ID>/details,POST,1,details,102,301,405,153,0,0,2.061581,2025-11-05T23:07:55.568702
a7dd6ecbfd43,/api/user/303/details,/api/user/<ID>/details,POST,1,details,102,303,405,153,0,0,2.053343,2025-11-05T23:07:57.723811
76502d07c502,/api/user/304/details,/api/user/<ID>/details,GET,0,details,102,304,401,25,0,0,2.095459,2025-11-05T23:07:59.920631
d9d5c812fd99,/api/user/305/details,/api/user/<ID>/details,POST,1,details,102,305,405,153,0,0,2.070639,2025-11-05T23:08:02.092792
9aba5ae9c41a,/api/user/401/details,/api/user/<ID>/details,POST,1,details,102,401,405,153,0,0,2.071693,2025-11-05T23:08:04.266003
1a1a1da6f635,/api/user/402/details,/api/user/<ID>/details,GET,0,details,102,402,401,25,0,0,2.068698,2025-11-05T23:08:06.436435
20bf612cc124,/api/user/403/details,/api/user/<ID>/details,GET,0,details,102,403,401,25,0,0,2.085314,2025-11-05T23:08:08.623052
d994b90b93f9,/api/user/404/details,/api/user/<ID>/details,POST,1,details,102,404,405,153,0,0,2.069126,2025-11-05T23:08:10.793977
95c734b9afa7,/api/user/405/details,/api/user/<ID>/details,POST,1,details,102,405,405,153,0,0,2.062236,2025-11-05T23:08:12.958146
875821542237,/api/user/999/details,/api/user/<ID>/details,GET,0,details,102,999,401,25,0,0,2.101893,2025-11-05T23:08:15.161793
1d74b37eb336,/api/user/1000/details,/api/user/<ID>/details,POST,1,details,102,1000,405,153,0,0,2.07064,2025-11-05T23:08:17.334907
de6f8fd67287,/api/user/1001/details,/api/user/<ID>/details,POST,1,details,102,1001,405,153,0,0,2.053291,2025-11-05T23:08:19.490148
d9b510316aa1,/api/user/-1/details,/api/user/-<ID>/details,POST,1,details,102,-1,405,153,0,0,2.060141,2025-11-05T23:08:21.652024
0cf5cde32167,/api/user/0/details,/api/user/<ID>/details,GET,0,details,102,0,401,25,0,0,2.110146,2025-11-05T23:08:23.863701
5084ee8f4e81,/api/user/abc/details,/api/user/abc/details,GET,0,details,102,abc,401,25,0,0,2.099175,2025-11-05T23:08:26.064997
3797746b327d,/api/user/xyz/details,/api/user/xyz/details,GET,0,details,102,xyz,401,25,0,0,2.103856,2025-11-05T23:08:28.270511
c98045fee45e,/api/user/../../../etc/passwd/details,/api/user/../../../etc/passwd/details,POST,1,details,102,../../../etc/passwd,404,31,0,0,2.034426,2025-11-05T23:08:30.406036
c6f87d95eb7a,/api/user/' OR '1'='1/details,/api/user/' OR '<ID>'='<ID>/details,POST,1,details,102,' OR '1'='1,405,153,0,0,2.056415,2025-11-05T23:08:32.564088
0872ddedf27b,/profile?uid=101,/profile?uid=<ID>,GET,0,uid,102,101,200,64,1,1,2.088055,2025-11-05T23:08:34.753447
7ed6cddb130e,/profile?uid=103,/profile?uid=<ID>,GET,0,uid,102,103,200,67,1,1,2.107764,2025-11-05T23:08:36.962754
9d30123994cb,/profile?uid=104,/profile?uid=<ID>,GET,0,uid,102,104,404,30,0,0,2.089227,2025-11-05T23:08:39.153893
