request_id,user_id,target_id,endpoint,method,status_code,response_length,response_time,sensitive_data_found,is_unauthorized,endpoint_pattern,has_placeholder,endpoint_path,param_key_count,param_type_pattern,has_numeric_param,has_uuid_param,has_alphanumeric_param,self_access,id_difference,param_change_rate,user_target_diversity,endpoint_user_diversity,param_deviation_score,status_code_category,is_success,is_unauthorized,is_forbidden,is_not_found,response_length_log,response_length_category,response_time_log,is_slow_response,has_sensitive_data,sensitive_success_combo,method_risk_score,is_read_method,is_write_method,is_delete_method,hour_of_day,day_of_week,is_weekend,is_business_hours,endpoint_path_encoded,param_type_pattern_encoded,method_encoded,status_200,status_401,status_404,status_405,method_x_self_access,method_x_success,success_x_sensitive,forbidden_x_self,large_id_diff_x_success,status_code_normalized,response_length_normalized,response_time_normalized,id_difference_normalized,response_length_log_normalized,response_time_log_normalized,method_risk_score_normalized,hour_of_day_normalized,method_x_self_access_normalized
b5681617e769,101,-1,/profile?uid=-1,GET,404,30,2.073163,0,0,/profile?{},1,/profile?,1,alphanumeric,0,0,1,0,102.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1227073243709895,0,0,0,1,1,0,0,22,2,0,0,26,0,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.7026733819257238,-0.395697447631425,-0.2875064707747419,-0.7007108198126738,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
5507eab51e4d,101,0,/profile?uid=0,GET,404,30,2.06896,0,0,/profile?{},1,/profile?,1,numeric,1,0,0,0,101.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1213387419912408,0,0,0,1,1,0,0,22,2,0,0,26,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.9055051306984274,-0.3995631124390084,-0.2875064707747419,-0.9045652730338972,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
5dbd84a4a876,101,abc,/profile?uid=abc,GET,404,30,2.067428,0,0,/profile?{},1,/profile?,1,alphanumeric,0,0,1,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.12083942544482,0,0,0,1,1,0,0,22,2,0,0,26,0,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.9794376168083021,-0.7938609228125153,-0.2875064707747419,-0.9789399713064483,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
6d428a43d1f8,101,xyz,/profile?uid=xyz,GET,404,30,2.119917,0,0,/profile?{},1,/profile?,1,alphanumeric,0,0,1,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.137806398903434,1,0,0,1,1,0,0,22,2,0,0,26,0,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,1.553618690907747,-0.7938609228125153,-0.2875064707747419,1.5483416511998336,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
8e7854e6e475,101,../../../etc/passwd,/profile?uid=../../../etc/passwd,GET,404,30,2.109684,0,0,/profile?{},1,/profile?,1,other,0,0,0,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1345211133116873,1,0,0,1,1,0,0,22,2,0,0,26,3,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,1.0597863603840532,-0.7938609228125153,-0.2875064707747419,1.0589885016261376,-0.3552655235637277,-1.7982148487696796,-0.17526681505929956
33391046c08a,101,' OR '1'='1,/profile?uid=' OR '1'='1,GET,404,30,2.09308,0,0,/profile?{},1,/profile?,1,other,0,0,0,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1291673582245696,0,0,0,1,1,0,0,23,2,0,0,26,3,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.25849719630553314,-0.7938609228125153,-0.2875064707747419,0.2615306122697596,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
ea26389d6cb8,101,102,/invoice?id=102,GET,404,30,2.08218,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.125637138826502,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.2675237557816604,-0.7861295931973484,-0.2875064707747419,-0.2643061629166657,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
e4311b82421e,101,103,/invoice?id=103,GET,404,30,2.104788,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,2.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1329454360818387,1,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.8235112611713075,-0.7822639283897651,-0.2875064707747419,0.8242866488937592,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
9dd3cd409216,101,104,/invoice?id=104,GET,404,30,2.101831,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,3.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1319925822901915,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.6808099808665357,-0.7783982635821817,-0.2875064707747419,0.6823562166667393,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
50127fc35546,101,105,/invoice?id=105,GET,404,30,2.054392,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,4.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1165805548135745,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-1.6085393719834156,-0.7745325987745982,-0.2875064707747419,-1.613311534698846,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
3d4b5bc0d2d7,101,202,/invoice?id=202,GET,404,30,2.099485,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,101.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1312359686578863,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.5675948291604413,-0.3995631124390084,-0.2875064707747419,0.5696563451824831,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
c6138ca63807,101,203,/invoice?id=203,GET,404,30,2.07723,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,102.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1240298416776993,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.50640483035337,-0.395697447631425,-0.2875064707747419,-0.5037178974834927,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
7d1eb79d69cf,101,204,/invoice?id=204,GET,404,30,2.065582,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,103.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1202374371696509,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-1.06852336704252,-0.3918317828238416,-0.2875064707747419,-1.068607931742064,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
b16df51306fd,101,205,/invoice?id=205,GET,404,30,2.07197,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,104.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1223190496127418,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.7602461338376636,-0.3879661180162582,-0.2875064707747419,-0.7585455104483486,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
e958aeb9a8af,101,302,/invoice?id=302,GET,200,88,2.06592,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,201.0,0,29,2,0,success,1,0,0,0,4.48863636973214,tiny,1.1203476874803715,0,0,0,1,1,0,0,23,2,0,0,13,2,0,True,False,False,False,0,1,0,0,1,-3.885366668328318,0.9511647316139829,-1.0522118916475143,-0.012996631680668318,1.4633290800562535,-1.0521858170473277,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
a64f7e7e4886,101,303,/invoice?id=303,GET,200,84,2.112529,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,202.0,0,29,2,0,success,1,0,0,0,4.442651256490317,tiny,1.1354355790164967,1,0,0,1,1,0,0,23,2,0,0,13,2,0,True,False,False,False,0,1,0,0,1,-3.885366668328318,0.8600314129824292,1.1970826547590947,-0.009130966873084918,1.386988649773054,1.1952009130980186,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
81403584d273,101,304,/invoice?id=304,GET,404,30,2.116167,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,203.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1366037209241089,1,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,1.3726481798685664,-0.005265302065501518,-0.2875064707747419,1.3691991563786337,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
8b31d45b47ef,101,305,/invoice?id=305,GET,404,30,2.104092,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,204.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1327212410569985,1,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.7899231343224354,-0.0013996372579181166,-0.2875064707747419,0.7908921270293712,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
16e3c9118ad5,101,401,/invoice?id=401,GET,404,30,2.102603,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,300.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1322414365785876,1,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.7180657767391547,0.3697041842700884,-0.2875064707747419,0.7194238098517758,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
b9fe493a625f,101,402,/invoice?id=402,GET,404,30,2.075082,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,301.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1233315675695987,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.6100647390766105,0.37356984907767177,-0.2875064707747419,-0.607727921733191,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
6666d14a64b0,101,403,/invoice?id=403,GET,404,30,2.145586,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,302.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.146000200299565,1,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,2.792373903671634,0.37743551388525515,-0.2875064707747419,2.768832962594868,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
fcf02384108d,101,404,/invoice?id=404,GET,404,30,2.117466,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,303.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.137020492337762,1,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,1.4353363648925332,0.3813011786928386,-0.2875064707747419,1.4312785093687699,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
a3ff3b94d125,101,405,/invoice?id=405,GET,404,30,2.089177,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,304.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1279047123919757,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.07014308841595107,0.38516684350042196,-0.2875064707747419,0.07345572571250225,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
67b23d889dd3,101,999,/invoice?id=999,GET,404,30,2.081506,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,898.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1254184385219486,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.3000501889657709,2.681371739204962,-0.2875064707747419,-0.2968822297021066,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
f675e16dea9d,101,1000,/invoice?id=1000,GET,404,30,2.094461,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,899.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1296137391125285,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.3251426031708858,2.6852374040125455,-0.2875064707747419,0.3280203853296576,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
747526f29b93,101,1001,/invoice?id=1001,GET,404,30,2.072797,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,900.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1225882217408283,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-0.7203361038031514,2.689103068820129,-0.2875064707747419,-0.7184515140580486,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
6c1aaa890da3,101,-1,/invoice?id=-1,GET,404,30,2.101782,0,0,/invoice?{},1,/invoice?,1,alphanumeric,0,0,1,0,102.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.131976785044296,0,0,0,1,1,0,0,23,2,0,0,13,0,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.6784452995223028,-0.395697447631425,-0.2875064707747419,0.680003169475675,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
6e67c6fc761c,101,0,/invoice?id=0,GET,404,30,2.088969,0,0,/invoice?{},1,/invoice?,1,numeric,1,0,0,0,101.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1278373782758577,0,0,0,1,1,0,0,23,2,0,0,13,2,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.060105257403656305,-0.3995631124390084,-0.2875064707747419,0.063426107015472,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
c40e8cadedb1,101,abc,/invoice?id=abc,GET,404,30,2.107004,0,0,/invoice?{},1,/invoice?,1,alphanumeric,0,0,1,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.133658917825595,1,0,0,1,1,0,0,23,2,0,0,13,0,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.9304527684947121,-0.7938609228125153,-0.2875064707747419,0.9305618961196154,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
7cf15efdc8ea,101,xyz,/invoice?id=xyz,GET,404,30,2.088054,0,0,/invoice?{},1,/invoice?,1,alphanumeric,0,0,1,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1275411190562652,0,0,0,1,1,0,0,23,2,0,0,13,0,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,0.01594845271009799,-0.7938609228125153,-0.2875064707747419,0.01929740704428562,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
3b05f16adee9,101,../../../etc/passwd,/invoice?id=../../../etc/passwd,GET,404,30,2.057079,0,0,/invoice?{},1,/invoice?,1,other,0,0,0,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.117459884903871,0,0,0,1,1,0,0,23,2,0,0,13,3,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,-1.4788679684734853,-0.7938609228125153,-0.2875064707747419,-1.4823326784671298,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
35b62ae80cda,101,' OR '1'='1,/invoice?id=' OR '1'='1,GET,404,30,2.115053,0,0,/invoice?{},1,/invoice?,1,other,0,0,0,0,-1.0,0,29,2,0,client_error,0,0,0,1,3.4339872044851463,tiny,1.1362461665409003,1,0,0,1,1,0,0,23,2,0,0,13,3,0,False,False,True,False,0,0,0,0,0,0.2795627940338063,-0.37026838854354516,1.3188878733892038,-0.7938609228125153,-0.2875064707747419,1.3159403578112951,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
5bf6c090c588,101,102,/order/102/status,GET,401,25,2.091444,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,1.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1286382956683696,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.1795457946895111,-0.7861295931973484,-0.579504646141257,0.18272515655888105,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
16d55558f12c,101,103,/order/103/status,GET,401,25,2.099525,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,2.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1312488739443758,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.5695251812781837,-0.7822639283897651,-0.579504646141257,0.5715786263399047,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
318e711af809,101,104,/order/104/status,GET,401,25,2.089664,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,3.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1280623471331863,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.09364512544957784,-0.7783982635821817,-0.579504646141257,0.0969358935516281,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
e46c54c4fb80,101,105,/order/105/status,GET,401,25,2.074953,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,4.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1232896165888255,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.616290124656371,-0.7745325987745982,-0.579504646141257,-0.6139766462339293,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
e4e777548948,101,202,/order/202/status,GET,401,25,2.078349,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,101.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.124393414304198,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.45240322985929754,-0.3995631124390084,-0.579504646141257,-0.44956266351451374,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
34b7f54785c4,101,203,/order/203/status,GET,401,25,2.088957,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,102.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1278334934769787,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.05952615176833573,-0.395697447631425,-0.579504646141257,0.06284745456233716,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
acde20b52d31,101,204,/order/204/status,GET,401,25,2.070754,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,103.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1219231340495863,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.818928838217294,-0.3918317828238416,-0.579504646141257,-0.8175183219086605,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
6212b3ea4ab9,101,205,/order/205/status,GET,401,25,2.084494,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,104.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1263876244557438,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.15585288576976855,-0.3879661180162582,-0.579504646141257,-0.15251907588171934,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
4e6ab8ef2df4,101,302,/order/302/status,GET,401,25,2.086041,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,201.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1268890396595832,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.08119651761574316,-0.012996631680668318,-0.579504646141257,-0.0778317762876253,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
8fed847c14cd,101,303,/order/303/status,GET,401,25,2.113802,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,202.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1358444875752414,1,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.2585161109065408,-0.009130966873084918,-0.579504646141257,1.2561090702494178,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
e060aac40ba8,101,304,/order/304/status,GET,401,25,2.123501,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,203.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1389544881051101,1,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.7265782406582546,-0.005265302065501518,-0.579504646141257,1.7193529837437096,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
8349c351e34e,101,305,/order/305/status,GET,401,25,2.048012,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,204.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1144895748245238,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-1.9164305347647321,-0.0013996372579181166,-0.579504646141257,-1.9247692800796752,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
6707e7d2ac74,101,401,/order/401/status,GET,401,25,2.084115,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,300.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1262647442406168,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.17414297208544582,0.3697041842700884,-0.579504646141257,-0.1708224527460433,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
106e49e14a89,101,402,/order/402/status,GET,401,25,2.049892,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,301.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1151061801563116,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-1.825703985230432,0.37356984907767177,-0.579504646141257,-1.8329240651880687,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
98ca4a0634c6,101,403,/order/403/status,GET,401,25,2.104558,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,302.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1328713542058713,1,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.8124117364942297,0.37743551388525515,-0.579504646141257,0.8132519311139468,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
31e31f63ecbb,101,404,/order/404/status,GET,401,25,2.069076,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,303.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1213765390976813,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.8999071095569595,0.3813011786928386,-0.579504646141257,-0.8989352805827435,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
51e9493bfaae,101,405,/order/405/status,GET,401,25,2.114237,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,304.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1359841784155547,1,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.2795086901870831,0.38516684350042196,-0.579504646141257,1.276916440191816,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
03db793238cb,101,999,/order/999/status,GET,401,25,2.091374,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,898.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1286156522717814,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.17616767848344583,2.681371739204962,-0.579504646141257,0.17935235467361524,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
aab97176675c,101,1000,/order/1000/status,GET,401,25,2.112778,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,899.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1355155750713526,1,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.2090990966921038,2.6852374040125455,-0.579504646141257,1.207116565574483,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
f0da6caea35e,101,1001,/order/1001/status,GET,401,25,2.084599,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,900.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1264216651161811,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,-0.15078571146067063,2.689103068820129,-0.579504646141257,-0.1474486173375904,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
133cc1925a81,101,-1,/order/-1/status,GET,401,25,2.118302,0,0,/order/-1/status,0,/order/-1/status,0,none,0,0,0,0,102.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1372886229048418,1,0,0,1,1,0,0,23,2,0,0,21,1,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,1.475680724153536,-0.395697447631425,-0.579504646141257,1.4712173621208973,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
ed5148aced1a,101,0,/order/0/status,GET,401,25,2.098305,0,0,/order/{}/status,1,/order//status,1,numeric,1,0,0,0,101.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.130855187762032,0,0,0,1,1,0,0,23,2,0,0,23,2,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.5106494416867726,-0.3995631124390084,-0.579504646141257,0.5129378878429185,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
8a96f01e9749,101,abc,/order/abc/status,GET,401,25,2.106359,0,0,/order/abc/status,0,/order/abc/status,0,none,0,0,0,0,-1.0,0,29,2,0,client_error,0,1,0,0,3.258096538021482,tiny,1.1334513007904026,1,0,0,1,1,0,0,23,2,0,0,24,1,0,False,True,False,False,0,0,0,0,0,0.21831383135201032,-0.48418503683298725,0.899325840595974,-0.7938609228125153,-0.579504646141257,0.8996367155716103,-0.3552655235637277,0.5561070751274192,-0.17526681505929956
